artist,song,year,popularity,danceability,energy,loudness,tempo,genre
Artist 0,Song 0,2009,95,0.5232009541538172,0.9780842822203726,-2.1939229897182244,101.46740159762408,classical
Artist 1,Song 1,1992,92,0.15602539240482138,0.7053530044798617,-8.15703017318522,112.39701606093166,hip-hop
Artist 2,Song 2,1994,77,0.6558322266786516,0.4974971168777428,-4.649874456429988,62.25795529376742,classical
Artist 3,Song 3,2003,84,0.21239520902890285,0.09489184360821401,-4.986098264334883,110.34492592827905,classical
Artist 4,Song 4,2018,34,0.9680921677895842,0.3851972375466933,-2.279442417883038,77.15185644203744,pop
Artist 5,Song 5,2022,56,0.18068019130578883,0.3519738485913724,-9.783285808818114,90.80873471061437,pop
Artist 6,Song 6,2008,59,0.8491800952131715,0.27904858763140306,-4.862125864641028,117.43557750049587,rock
Artist 7,Song 7,1996,32,0.7431767000580517,0.7529588880055954,-6.079221699525952,167.89179323502532,rock
Artist 8,Song 8,2007,50,0.6800444783007333,0.33936973763906486,-2.163441802694223,179.0838556136946,classical
Artist 9,Song 9,1997,84,0.7194996368221069,0.9607974425677458,-4.319848410026172,66.08098812010138,hip-hop
Artist 10,Song 10,2010,91,0.9904298731946021,0.7277129850187039,-5.10707484937512,153.38859917032994,jazz
Artist 11,Song 11,1996,54,0.4582931536462843,0.9476337483821702,-0.4353315904698185,157.39438771491615,jazz
Artist 12,Song 12,2015,91,0.8024014420275386,0.29640861501886184,-2.249776984816024,116.5589604961431,hip-hop
Artist 13,Song 13,2002,75,0.6657827479378179,0.7269310212559494,-8.19919405782455,195.0453874675952,classical
Artist 14,Song 14,1992,62,0.06264027407491424,0.5721444558156606,-6.5989799223489545,88.47783313269994,pop
Artist 15,Song 15,2002,49,0.5588193771940838,0.9773576849149644,-2.2613047103165087,184.20329137233375,classical
Artist 16,Song 16,2000,58,0.9308407541583387,0.010946596992851387,-6.890272096517334,69.57432260812297,pop
Artist 17,Song 17,2021,25,0.4348219417926018,0.3905100918369112,-7.2043690647861105,152.76575889390185,pop
Artist 18,Song 18,2009,89,0.5806798589979191,0.17476353546967505,-5.060063313324772,96.95289694179039,hip-hop
Artist 19,Song 19,2020,49,0.35139891179187477,0.5780195154006992,-1.5541922001507942,171.11441163102563,hip-hop
Artist 20,Song 20,2006,20,0.9439424441657711,0.5266629744093682,-7.792785959190387,173.8644787320801,jazz
Artist 21,Song 21,2020,34,0.07342848514581779,0.8495180851493117,-4.9032031992472005,90.72572521294038,rock
Artist 22,Song 22,1995,74,0.8068416253178893,0.5728412258168953,-2.9406961234549547,127.96953730420736,hip-hop
Artist 23,Song 23,1995,74,0.1869426018318734,0.8780991625855665,-5.988628066642255,189.0886347541637,rock
Artist 24,Song 24,1990,65,0.6941442047080565,0.3807647603275883,-2.337877785423296,190.75765372592585,pop
Artist 25,Song 25,2009,82,0.7557135010646848,0.23274585286753946,-9.097035722115756,122.09841353652418,pop
Artist 26,Song 26,1990,66,0.5729302502260399,0.21525626618666316,-1.0317278375977352,150.54766043019296,rock
Artist 27,Song 27,2011,46,0.3769521708237916,0.9726434435677961,-2.372058953793548,132.84911220673348,rock
Artist 28,Song 28,1999,20,0.8034204245624412,0.4112506169844695,-5.9088394514843525,80.88675140746804,hip-hop
Artist 29,Song 29,2009,21,0.17625447317501386,0.04521726001677606,-9.23260268929666,164.27367173063146,classical
Artist 30,Song 30,1996,28,0.914488297638974,0.5103406801048438,-0.35991767344851766,186.08409242553827,rock
Artist 31,Song 31,2020,29,0.6736915779264019,0.9288492515427698,-9.427860784413522,128.97616171108768,rock
Artist 32,Song 32,2017,70,0.9125034085139154,0.16335603803243037,-7.39779603747014,83.83638857533671,classical
Artist 33,Song 33,2021,34,0.2942025206230282,0.018745649143045107,-4.370363466974553,171.87369095709846,jazz
Artist 34,Song 34,1994,52,0.7250141952062443,0.8369465959464958,-1.3147870931622485,81.15051455162599,jazz
